12,pandrup
8,britisk
10,helhedsplan
13,ravn
21,borgermøde
0,fisker
16,elev
27,rigsrevision
20,kompensation
11,mariager
1,ahmad
13,rusland
22,christina
29,besøg
27,byggegrund
5,formel
10,forbruger
21,asylcenter
19,kirke
27,gade
23,julemarked
22,bjørn
27,tilstede
0,kontanthjælpsmodtager
13,vejle
10,brønderslev
16,ung
21,stof
7,unge
21,nedgang
29,virksomhed
20,løgstør
4,bruhn
19,udrensning
8,forslag
19,sundhedsvæsen
16,virksomhed
4,jerusalem
7,brønderslev
29,velfærd
26,van
17,morse
20,nielsen
17,kor
10,stemme
28,fund
4,mobning
0,kvotekonge
9,thisted
24,harald
4,studerende
7,hundborg
16,spadestik
6,frø
26,klub
2,børglum
5,menneske
27,fiskekvote
14,rally
7,hadsunde
13,målrette
3,socialdemokratisk
1,ise
27,lærer
7,lærke
22,bolig
6,hedegaard
21,butik
15,hold
4,krone
8,fyrværkeri
25,boligejer
8,udstilling
13,arbejdskraft
18,venstre
17,fodslaw
14,computerspil
0,besparelse
13,ukraine
13,resultat
